N_paths	1	4.6
N_paths	2	7.86
N_paths	3	11.49
N_paths	5	18.55
O_metre	1.482	1.292
O_tempo	1.061	0.854
P_orn	5	6383	0.947	0.995	0.64
P_orn	6	420	0.981	0.91	1.0
P_orn	7	403	0.955	0.945	0.88
P_orn	8	273	0.872	0.839	1.18
P_orn	9	196	0.821	0.852	1.27
P_neighbour	4	409	195	0.592
P_neighbour	10	409	114	0.194
