TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM-rank	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),P(d:SpernerFromSl2.DivM(v1()v0()),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:Agda.Builtin.Nat._+_(d:SpernerFromSl2.rkM(v2()v1()d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM(v2()v1()v0()))d:SpernerFromSl2.rkM(v2()v1()v0()))d:SpernerFromSl2.sum(v2()v1())))))	Cubical.Foundations.Prelude._∙_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ SpernerFromSl2.sum Agda.Builtin.Sigma.Σ.fst SpernerFromSl2.sum SpernerFromSl2.sum Agda.Builtin.Nat._+_ Agda.Builtin.Sigma.Σ.fst SpernerFromSl2.sum TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.sum-+ Agda.Builtin.Sigma.Σ.fst Agda.Primitive.Cubical.primINeg SpernerFromSl2.sum Cubical.Foundations.Prelude.funExt Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Sigma.Σ.fst Cubical.Foundations.Prelude._∙_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Sigma.Σ.fst Agda.Builtin.Nat._+_ Agda.Builtin.Sigma.Σ.fst Cubical.Data.Nat.Properties.+-comm Agda.Builtin.Sigma.Σ.fst Agda.Builtin.Sigma.Σ.snd 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM-mirrorM	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),P(d:SpernerFromSl2.DivM(v1()v0()),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Sigma.Σ(d:Agda.Primitive.lzero()d:Agda.Primitive.lzero()P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat())L(P(d:Agda.Builtin.Nat.Nat(),d:Cubical.Core.Primitives.Σ-syntax(d:Agda.Primitive.lzero()d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()L(d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:Agda.Builtin.Nat._+_(v2(v1())v0())vn(v1())))))))d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM(v2()v1()d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM(v2()v1()v0()))v0()))))	Cubical.Data.Sigma.Properties._.ΣPathP Agda.Primitive.lzero Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat.Nat Agda.Builtin.Nat.Nat Cubical.Core.Primitives.Σ-syntax Agda.Primitive.lzero Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Cubical.Path._≡_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.fst TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.fst Agda.Builtin.Sigma.Σ.snd TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.snd Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.fst TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Cubical.Foundations.Prelude.funExt Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Primitive.lzero Agda.Builtin.Sigma.Σ Agda.Primitive.lzero Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Cubical.Path._≡_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Sigma.Σ.fst TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.snd TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.fst Agda.Builtin.Sigma.Σ.snd TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.snd Cubical.Data.Sigma.Properties.Σ≡Prop Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Primitive.lzero Agda.Builtin.Cubical.Path._≡_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Sigma.Σ.fst TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Cubical.Data.Nat.Properties.isSetℕ Agda.Builtin.Nat._+_ Agda.Builtin.Sigma.Σ.fst TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.snd TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.fst Agda.Builtin.Sigma.Σ.snd TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ Agda.Builtin.Sigma.Σ.snd Agda.Builtin.Sigma.Σ.fst Agda.Builtin.Sigma.Σ.snd TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mirrorM Agda.Builtin.Sigma._,_ 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.generalRankSymmetry	d:SpernerFromSl2.GeneralRankSymmetry()	Agda.Builtin.Sigma._,_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains._.fwd TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains._.bwd 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.mkSU	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),P(P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:Agda.Builtin.Nat._+_(v1()v0())v3()),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()v3(v2())v3(v1()))))),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()v2(d:Agda.Builtin.Nat._+_(c:Agda.Builtin.Nat.Nat.suc(v3())v0()))c:Agda.Builtin.Nat.Nat.zero())),P(P(d:Agda.Builtin.Nat.Nat(),P(d:Cubical.Data.Nat.Order._≤_(d:Agda.Builtin.Nat._+_(v0()c:Agda.Builtin.Nat.Nat.suc(v0()))vn()),d:Cubical.Data.Nat.Order._≤_(vn(v1())vn(c:Agda.Builtin.Nat.Nat.suc(v1()))))),d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.SU(vn()v3()))))))	TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.SU.constructor TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains._.nest-from-inc 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat())))	Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat())))	Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box-zero	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box(v1()v0()c:Agda.Builtin.Nat.Nat.zero())v0(c:Agda.Builtin.Nat.Nat.zero()))))	TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box-diff	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:Agda.Builtin.Nat._+_(d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box(v2()v1()c:Agda.Builtin.Nat.Nat.suc(v0()))d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop(v2()v1()v0()))d:Agda.Builtin.Nat._+_(d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box(v2()v1()v0())v1(c:Agda.Builtin.Nat.Nat.suc(v0())))))))	Cubical.Data.Nat.Properties.+-comm Agda.Builtin.Nat.Nat.suc Cubical.Foundations.Prelude._∙_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.zero Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero Cubical.Data.Nat.Properties.+-zero Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.zero Cubical.Foundations.Prelude._∙_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box-zero Cubical.Data.Nat.Properties.+-comm Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat.Nat.zero Cubical.Foundations.Prelude._∙_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop Agda.Builtin.Nat._+_ Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Cubical.Data.Nat.Properties.+-assoc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop Agda.Primitive.Cubical.primINeg Cubical.Foundations.Prelude._∙_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box-diff Cubical.Foundations.Prelude._∙_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ Agda.Builtin.Nat._+_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.suc TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Cubical.Data.Nat.Properties.+-comm Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ Cubical.Data.Nat.Properties.+-comm TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.box Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat.Nat.suc 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop-ge	P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop(v2()v1()d:Agda.Builtin.Nat._+_(v2()v0()))v1(v0())))))	TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop-ge 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop-lt	P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Nat.Nat(),P(P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Nat.Nat()),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop(c:Agda.Builtin.Nat.Nat.suc(d:Agda.Builtin.Nat._+_(v2()v1()))v0()v2())c:Agda.Builtin.Nat.Nat.zero()))))	TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.zero Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.drop-lt 
TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.splitLE	P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Nat.Nat(),d:Cubical.Data.Sum.Base._⊎_(d:Agda.Primitive.lzero()d:Agda.Primitive.lzero()d:Cubical.Core.Primitives.Σ-syntax(d:Agda.Primitive.lzero()d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()L(d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:Agda.Builtin.Nat._+_(v2()v0())v1())))d:Cubical.Core.Primitives.Σ-syntax(d:Agda.Primitive.lzero()d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()L(d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()c:Agda.Builtin.Nat.Nat.suc(d:Agda.Builtin.Nat._+_(v1()v0()))v2()))))))	Cubical.Data.Sum.Base._⊎_.inl Agda.Builtin.Sigma._,_ Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.zero Cubical.Data.Sum.Base._⊎_.inr Agda.Builtin.Sigma._,_ Agda.Builtin.Nat.Nat.suc Agda.Builtin.Nat._+_ Agda.Builtin.Nat.Nat.zero TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.with-500 TheMultiPrimeDivisorLatticeIsRankSymmetricRankUnimodalAndSpernerBySymmetricChains.splitLE 
BezoutIsGCD.BezN	P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Nat.Nat(),S))	Cubical.Core.Primitives.Σ-syntax Agda.Primitive.lzero Agda.Primitive.lzero Agda.Builtin.Nat.Nat Cubical.Core.Primitives.Σ-syntax Agda.Primitive.lzero Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Cubical.Path._≡_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.Nat._*_ Agda.Builtin.Nat._+_ Agda.Builtin.Nat._*_ Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt 
BezoutIsGCD.unit-from-step	P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:Agda.Builtin.Nat._*_(v2()v0())d:Agda.Builtin.Nat._+_(d:Agda.Builtin.Nat._*_(v1()v0())d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt()))),d:Cubical.Data.Nat.Divisibility._∣_(v1()d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt()))))))	BezoutIsGCD._.go Cubical.Data.Nat.Order.splitℕ-≤ 
BezoutIsGCD.bez-8-9	d:BezoutIsGCD.BezN(d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt())d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt()))	Agda.Builtin.Sigma._,_ Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt Agda.Builtin.Sigma._,_ Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt Agda.Builtin.Nat._*_ Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt 
BezoutIsGCD.gcd-8-9	d:Cubical.Data.Nat.GCD.isGCD(d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt())d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt())d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt()))	BezoutIsGCD.bezN→isGCD Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt BezoutIsGCD.bez-8-9 
TheOrderFindingStepIsProvedAndANontrivialSquareRootOfOneSplitsTheModulus.double	P(d:Agda.Builtin.Nat.Nat(),d:Agda.Builtin.Cubical.Path._≡_(d:Agda.Primitive.lzero()d:Agda.Builtin.Nat.Nat()d:Agda.Builtin.Nat._*_(d:Agda.Builtin.FromNat.Number.fromNat(??d:Cubical.Data.Nat.Literals.fromNatℕ()Kc:Agda.Builtin.Unit.tt())v0())d:Agda.Builtin.Nat._+_(v0()v0())))	Agda.Builtin.Nat._+_ Cubical.Data.Nat.Properties.·-identityˡ 
TheOrderFindingStepIsProvedAndANontrivialSquareRootOfOneSplitsTheModulus.NontrivialFactor	P(d:Agda.Builtin.Nat.Nat(),P(d:Agda.Builtin.Nat.Nat(),S))	Cubical.Data.Sigma.Base._×_ Agda.Primitive.lzero Agda.Primitive.lzero Cubical.Data.Nat.Divisibility._∣_ Cubical.Data.Sigma.Base._×_ Agda.Primitive.lzero Agda.Primitive.lzero Cubical.Relation.Nullary.Base.¬_ Agda.Primitive.lzero Agda.Builtin.Cubical.Path._≡_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat Agda.Builtin.FromNat.Number.fromNat Cubical.Data.Nat.Literals.fromNatℕ Agda.Builtin.Unit.tt Cubical.Relation.Nullary.Base.¬_ Agda.Primitive.lzero Agda.Builtin.Cubical.Path._≡_ Agda.Primitive.lzero Agda.Builtin.Nat.Nat 
